,carat,cut,color,clarity,depth,table,price,x,y,z
41675,0.33,Ideal,F,IF,61.3,55.0,1240,4.47,4.5,2.75
41676,0.33,Ideal,F,IF,61.2,56.0,1240,4.47,4.49,2.74
41717,0.34,Ideal,E,IF,62.0,56.0,1243,4.51,4.49,2.79
41718,0.34,Ideal,E,IF,61.7,56.0,1243,4.48,4.46,2.76
41719,0.34,Ideal,E,IF,62.0,56.0,1243,4.5,4.47,2.78
41723,0.41,Ideal,H,IF,61.8,55.0,1243,4.79,4.76,2.95
41724,0.41,Ideal,H,IF,62.9,54.0,1243,4.74,4.71,2.97
41725,0.41,Ideal,H,IF,62.1,56.0,1243,4.76,4.74,2.95
41758,0.43,Ideal,H,IF,62.2,55.0,1245,4.84,4.87,3.02
41787,0.39,Ideal,E,IF,62.5,57.0,1248,4.7,4.74,2.95
41788,0.31,Premium,D,IF,60.2,59.0,1248,4.42,4.39,2.65
41826,0.31,Ideal,D,IF,61.1,56.0,1251,4.39,4.42,2.69
41827,0.42,Ideal,G,IF,62.0,57.0,1251,4.8,4.82,2.98
41831,0.32,Good,D,IF,57.8,56.0,1252,4.55,4.65,2.66
41842,0.35,Ideal,E,IF,61.4,56.0,1254,4.56,4.53,2.79
41843,0.35,Ideal,E,IF,62.2,56.0,1254,4.52,4.51,2.81
41845,0.41,Very Good,F,IF,63.3,56.0,1255,4.69,4.75,2.99
41852,0.44,Ideal,H,IF,62.0,57.0,1255,4.87,4.91,3.02
41863,0.4,Ideal,G,IF,61.1,56.0,1257,4.76,4.79,2.92
41864,0.4,Ideal,G,IF,61.5,57.0,1257,4.72,4.76,2.91
41887,0.41,Ideal,G,IF,62.4,54.0,1259,4.77,4.82,2.99
41888,0.41,Ideal,G,IF,61.6,55.0,1259,4.78,4.83,2.96
41889,0.41,Ideal,G,IF,62.4,54.0,1259,4.76,4.79,2.98
41890,0.41,Ideal,G,IF,61.7,56.0,1259,4.78,4.81,2.96
41891,0.41,Ideal,G,IF,61.7,56.0,1259,4.79,4.81,2.96
41907,0.4,Very Good,F,IF,62.9,55.0,1261,4.68,4.7,2.95
41909,0.4,Ideal,F,IF,61.8,55.0,1261,4.74,4.8,2.95
42049,0.41,Ideal,G,IF,61.5,57.0,1269,4.78,4.82,2.95
42064,0.39,Very Good,G,IF,63.5,56.0,1271,4.67,4.65,2.96
42065,0.39,Premium,G,IF,59.8,55.0,1271,4.84,4.77,2.87
42085,0.42,Ideal,H,IF,61.7,55.0,1273,4.84,4.82,2.98
42086,0.42,Ideal,H,IF,61.9,56.0,1273,4.81,4.79,2.97
42106,0.41,Ideal,G,IF,62.1,57.0,1276,4.76,4.77,2.96
42109,0.34,Ideal,F,IF,61.7,55.0,1276,4.49,4.52,2.78
42110,0.34,Ideal,F,IF,61.9,55.0,1276,4.49,4.52,2.79
42111,0.34,Ideal,F,IF,61.7,55.0,1276,4.49,4.52,2.78
42112,0.34,Ideal,F,IF,61.4,57.0,1276,4.49,4.5,2.76
42136,0.43,Ideal,G,IF,61.6,57.0,1280,4.81,4.84,2.97
42160,0.38,Very Good,F,IF,60.2,58.0,1284,4.73,4.7,2.84
42169,0.43,Very Good,G,IF,62.7,58.0,1286,4.8,4.84,3.02
42177,0.43,Ideal,G,IF,61.7,57.0,1286,4.83,4.86,2.99
42215,0.42,Ideal,G,IF,61.5,56.0,1289,4.84,4.85,2.98
42216,0.42,Ideal,G,IF,61.9,53.0,1289,4.83,4.87,3.0
42217,0.42,Ideal,G,IF,62.6,53.0,1289,4.79,4.82,3.01
42218,0.42,Ideal,G,IF,62.3,54.0,1289,4.82,4.85,3.01
42219,0.42,Ideal,G,IF,62.0,53.0,1289,4.83,4.85,3.0
42220,0.42,Ideal,G,IF,62.2,54.0,1289,4.81,4.84,3.0
42221,0.33,Ideal,E,IF,62.1,55.0,1289,4.43,4.46,2.76
42229,0.39,Premium,F,IF,58.0,61.0,1290,4.83,4.79,2.79
42249,0.4,Ideal,F,IF,62.3,57.0,1292,4.69,4.71,2.93
42349,0.39,Premium,G,IF,59.0,60.0,1300,4.75,4.78,2.81
42353,0.32,Ideal,E,IF,61.2,57.0,1300,4.4,4.43,2.7
42354,0.38,Ideal,E,IF,61.4,55.0,1300,4.68,4.7,2.88
42374,0.41,Ideal,F,IF,61.7,56.0,1304,4.79,4.83,2.97
42375,0.43,Ideal,H,IF,62.2,55.0,1304,4.87,4.84,3.02
42409,0.42,Ideal,G,IF,62.0,57.0,1310,4.82,4.8,2.98
42410,0.31,Ideal,D,IF,61.1,56.0,1310,4.42,4.39,2.69
42419,0.35,Ideal,F,IF,60.9,55.0,1312,4.58,4.61,2.8
42428,0.41,Very Good,F,IF,61.6,58.0,1313,4.75,4.79,2.94
42478,0.43,Ideal,G,IF,62.5,54.0,1318,4.83,4.86,3.03
42479,0.43,Ideal,G,IF,62.4,54.0,1318,4.84,4.87,3.03
42480,0.43,Ideal,G,IF,61.3,56.0,1318,4.86,4.9,2.99
42481,0.43,Ideal,G,IF,61.9,53.0,1318,4.87,4.88,3.02
42483,0.38,Good,E,IF,59.1,58.0,1318,4.74,4.77,2.81
42489,0.31,Ideal,E,IF,61.0,57.0,1319,4.36,4.39,2.67
42594,0.31,Very Good,D,IF,62.0,56.0,1331,4.33,4.35,2.69
42650,0.4,Premium,G,IF,59.8,58.0,1333,4.79,4.85,2.88
42651,0.4,Ideal,G,IF,61.4,55.0,1333,4.76,4.79,2.93
42653,0.4,Premium,G,IF,60.8,58.0,1333,4.73,4.77,2.89
42655,0.38,Ideal,F,IF,62.2,55.0,1333,4.64,4.66,2.89
42660,0.4,Ideal,G,IF,62.2,55.0,1333,4.73,4.76,2.95
42662,0.39,Ideal,E,IF,61.3,56.0,1333,4.71,4.75,2.9
42663,0.39,Ideal,E,IF,61.1,57.0,1333,4.73,4.76,2.9
42678,0.41,Ideal,G,IF,62.1,57.0,1336,4.77,4.76,2.96
42725,0.43,Ideal,G,IF,61.6,57.0,1341,4.84,4.81,2.97
42772,0.44,Ideal,G,IF,62.2,54.0,1348,4.89,4.92,3.05
42773,0.44,Ideal,G,IF,62.2,53.0,1348,4.9,4.94,3.06
42887,0.32,Ideal,E,IF,61.4,56.0,1359,4.38,4.42,2.7
42907,0.39,Premium,G,IF,59.0,60.0,1362,4.78,4.75,2.81
42973,0.41,Ideal,G,IF,61.7,56.0,1367,4.77,4.8,2.95
42979,0.41,Ideal,G,IF,62.4,54.0,1367,4.74,4.78,2.97
42981,0.41,Ideal,G,IF,62.3,55.0,1367,4.75,4.78,2.97
42982,0.41,Ideal,G,IF,61.0,57.0,1367,4.79,4.81,2.93
42983,0.41,Ideal,G,IF,61.7,56.0,1367,4.77,4.8,2.95
42991,0.36,Very Good,E,IF,60.3,57.0,1368,4.6,4.63,2.78
42992,0.39,Ideal,F,IF,61.9,57.0,1368,4.68,4.69,2.9
43061,0.45,Ideal,G,IF,62.8,53.0,1377,4.92,4.95,3.1
43062,0.45,Ideal,G,IF,61.4,56.0,1377,4.96,4.97,3.05
43063,0.45,Ideal,G,IF,62.0,53.0,1377,4.94,4.99,3.08
43064,0.45,Ideal,G,IF,61.0,57.0,1377,4.96,5.0,3.04
43065,0.39,Ideal,F,IF,61.0,56.0,1377,4.72,4.75,2.89
43076,0.44,Ideal,G,IF,61.3,55.0,1378,4.91,4.95,3.02
43093,0.46,Ideal,H,IF,62.3,54.0,1382,4.94,4.98,3.09
43123,0.52,Ideal,J,IF,62.1,56.0,1385,5.18,5.12,3.2
43148,0.33,Ideal,F,IF,62.1,56.0,1389,4.41,4.44,2.75
43172,0.42,Premium,F,IF,62.2,56.0,1389,4.85,4.8,3.0
43195,0.42,Ideal,G,IF,62.4,57.0,1394,4.79,4.82,3.0
43220,0.38,Ideal,F,IF,62.2,55.0,1397,4.66,4.64,2.89
43221,0.4,Premium,G,IF,59.8,58.0,1397,4.85,4.79,2.88
43222,0.4,Ideal,G,IF,61.4,55.0,1397,4.79,4.76,2.93
43223,0.4,Premium,G,IF,60.8,58.0,1397,4.77,4.73,2.89
43224,0.4,Ideal,G,IF,62.2,55.0,1397,4.76,4.73,2.95
43246,0.42,Ideal,G,IF,61.6,56.0,1400,4.85,4.86,2.99
43247,0.42,Ideal,G,IF,60.4,55.0,1400,4.85,4.86,2.93
43250,0.42,Ideal,G,IF,62.7,56.0,1400,4.76,4.77,2.99
43251,0.42,Premium,G,IF,60.2,59.0,1400,4.8,4.87,2.91
43254,0.42,Ideal,G,IF,62.1,56.0,1400,4.8,4.83,2.99
43256,0.42,Premium,G,IF,61.6,58.0,1400,4.76,4.79,2.94
43315,0.38,Ideal,E,IF,61.4,55.0,1402,4.68,4.74,2.89
43316,0.38,Ideal,E,IF,62.2,54.1,1402,4.64,4.67,2.89
43329,0.4,Good,F,IF,63.5,58.0,1404,4.69,4.7,2.98
43330,0.4,Very Good,F,IF,62.8,57.0,1404,4.65,4.68,2.93
43339,0.4,Ideal,F,IF,61.9,54.0,1406,4.75,4.81,2.96
43355,0.44,Good,G,IF,58.5,61.0,1407,4.99,5.03,2.93
43372,0.38,Very Good,E,IF,62.5,59.0,1409,4.61,4.64,2.89
43469,0.39,Ideal,E,IF,61.5,55.5,1418,4.68,4.72,2.88
43473,0.41,Ideal,E,IF,62.1,54.0,1419,4.75,4.81,2.97
43482,0.38,Very Good,E,IF,59.5,57.0,1421,4.77,4.84,2.86
43524,0.41,Ideal,G,IF,62.0,55.0,1425,4.8,4.81,2.98
43567,0.41,Ideal,G,IF,61.0,57.0,1431,4.81,4.79,2.93
43568,0.41,Ideal,G,IF,62.3,55.0,1431,4.78,4.75,2.97
43569,0.41,Ideal,G,IF,61.7,56.0,1431,4.8,4.77,2.95
43570,0.41,Ideal,G,IF,61.7,56.0,1431,4.8,4.77,2.95
43571,0.41,Ideal,G,IF,62.4,54.0,1431,4.78,4.74,2.97
43623,0.43,Ideal,G,IF,61.2,57.0,1433,4.81,4.86,2.96
43624,0.38,Ideal,E,IF,62.7,55.0,1433,4.61,4.67,2.91
43625,0.43,Ideal,G,IF,62.1,54.0,1433,4.83,4.87,3.01
43626,0.38,Ideal,E,IF,61.9,56.0,1433,4.65,4.66,2.88
43627,0.43,Premium,G,IF,60.9,59.0,1433,4.88,4.94,2.99
43629,0.43,Premium,G,IF,61.1,58.0,1433,4.86,4.89,2.98
43630,0.43,Premium,G,IF,61.4,59.0,1433,4.79,4.85,2.96
43631,0.43,Premium,G,IF,61.0,58.0,1433,4.82,4.88,2.96
43633,0.43,Ideal,G,IF,61.8,55.0,1433,4.85,4.89,3.01
43637,0.38,Ideal,E,IF,61.1,56.0,1433,4.67,4.72,2.87
43638,0.43,Ideal,G,IF,61.8,56.0,1433,4.86,4.88,3.01
43643,0.39,Ideal,F,IF,61.9,57.0,1433,4.69,4.68,2.9
43714,0.45,Good,G,IF,59.6,61.0,1437,5.0,5.04,2.99
43755,0.41,Ideal,F,IF,61.3,56.0,1439,4.76,4.77,2.92
43756,0.41,Ideal,F,IF,61.9,56.0,1439,4.77,4.79,2.96
43757,0.41,Premium,F,IF,62.6,58.0,1439,4.73,4.76,2.97
43758,0.41,Ideal,F,IF,61.6,56.0,1439,4.79,4.82,2.96
43759,0.41,Ideal,F,IF,61.4,56.0,1439,4.77,4.81,2.94
43760,0.41,Ideal,F,IF,62.1,55.0,1439,4.76,4.81,2.97
43761,0.41,Ideal,F,IF,61.9,56.0,1439,4.78,4.81,2.97
43763,0.41,Ideal,F,IF,61.4,58.0,1439,4.78,4.83,2.95
43764,0.41,Ideal,F,IF,61.4,56.0,1439,4.81,4.83,2.96
43765,0.41,Ideal,F,IF,62.3,55.0,1439,4.78,4.82,2.99
43766,0.41,Ideal,F,IF,61.7,56.0,1439,4.79,4.83,2.97
43777,0.53,Good,H,IF,61.2,65.0,1440,5.16,5.27,3.19
43778,0.37,Fair,D,IF,61.2,57.0,1440,4.68,4.73,2.88
43785,0.46,Ideal,G,IF,62.5,57.0,1441,4.89,4.94,3.07
43871,0.46,Ideal,H,IF,62.2,55.0,1450,4.94,4.99,3.09
43910,0.25,Good,E,IF,65.6,54.0,512,3.91,3.95,2.58
44044,0.45,Ideal,G,IF,61.7,55.0,1548,4.93,4.96,3.05
44113,0.46,Ideal,G,IF,61.6,54.0,1558,4.97,5.0,3.07
44131,0.46,Ideal,G,IF,60.9,57.0,1560,4.98,5.01,3.04
44210,0.4,Ideal,G,IF,61.9,56.0,1570,4.7,4.76,2.93
44316,0.32,Ideal,J,IF,61.0,57.0,521,4.42,4.46,2.71
44371,0.43,Ideal,F,IF,61.5,56.0,1580,4.89,4.86,3.0
44372,0.43,Ideal,F,IF,62.0,56.0,1580,4.87,4.84,3.01
44373,0.43,Ideal,F,IF,60.9,57.0,1580,4.89,4.86,2.97
44374,0.4,Premium,E,IF,61.3,58.0,1580,4.77,4.73,2.91
44394,0.4,Ideal,F,IF,60.9,57.0,1583,4.81,4.84,2.94
44457,0.57,Very Good,J,IF,59.8,59.0,1592,5.39,5.41,3.23
44768,0.41,Ideal,F,IF,61.1,58.0,1621,4.82,4.84,2.95
44824,0.39,Ideal,G,IF,60.1,57.0,1624,4.74,4.77,2.85
45096,0.54,Ideal,I,IF,61.6,53.0,1647,5.26,5.3,3.25
45137,0.53,Ideal,I,IF,62.1,55.0,1654,5.18,5.22,3.23
45141,0.46,Ideal,G,IF,62.1,56.0,1654,4.93,4.96,3.07
45429,0.54,Ideal,I,IF,60.8,56.0,1669,5.28,5.37,3.24
45517,0.43,Ideal,G,IF,61.3,55.0,1683,4.86,4.89,2.99
45595,0.56,Ideal,I,IF,61.9,54.0,1689,5.29,5.34,3.29
45653,0.25,Ideal,H,IF,61.4,57.0,525,4.05,4.08,2.49
45658,0.25,Very Good,F,IF,63.3,59.0,526,3.99,4.04,2.54
45763,0.5,Very Good,H,IF,61.3,60.0,1706,5.08,5.17,3.14
45774,0.54,Very Good,I,IF,58.8,61.0,1708,5.29,5.35,3.13
45819,0.53,Ideal,H,IF,60.2,56.0,1712,5.29,5.32,3.19
45937,0.42,Very Good,F,IF,60.0,58.0,1722,4.87,4.9,2.93
46057,0.46,Ideal,G,IF,62.1,56.0,1733,4.96,4.93,3.07
46383,0.54,Ideal,I,IF,62.5,55.0,1763,5.21,5.26,3.27
46509,0.57,Ideal,I,IF,61.0,55.0,1779,5.38,5.41,3.29
46694,0.48,Ideal,G,IF,61.9,55.0,1791,5.03,5.08,3.13
46736,0.52,Ideal,H,IF,61.8,55.0,1798,5.17,5.19,3.2
46738,0.5,Very Good,H,IF,61.0,60.0,1799,5.08,5.12,3.11
46789,0.46,Good,F,IF,57.5,58.0,1806,5.12,5.18,2.96
46790,0.46,Good,F,IF,56.2,61.0,1806,5.16,5.24,2.92
46889,0.47,Ideal,G,IF,62.1,54.0,1814,4.99,5.02,3.11
46965,0.33,Very Good,J,IF,60.9,54.0,529,4.47,4.53,2.74
47003,0.31,Ideal,F,IF,61.2,57.0,1818,4.35,4.38,2.67
47174,0.54,Premium,I,IF,58.8,61.0,1836,5.35,5.29,3.13
47272,0.5,Ideal,H,IF,61.1,58.0,1844,5.1,5.14,3.13
47273,0.5,Ideal,H,IF,62.4,54.0,1844,5.1,5.13,3.19
47358,0.5,Premium,H,IF,60.3,58.0,1846,5.14,5.18,3.11
47407,0.52,Fair,G,IF,65.5,55.0,1849,4.98,5.06,3.29
47473,0.48,Ideal,G,IF,61.6,54.0,1859,5.03,5.1,3.12
47491,0.49,Very Good,G,IF,59.7,56.0,1865,5.16,5.19,3.09
47498,0.47,Ideal,H,IF,61.9,56.0,1865,4.99,5.02,3.1
47499,0.47,Ideal,H,IF,62.4,57.0,1865,4.97,5.0,3.11
47510,0.59,Premium,I,IF,61.2,58.0,1866,5.38,5.41,3.3
47604,0.51,Ideal,H,IF,62.3,54.0,1879,5.14,5.17,3.21
47605,0.51,Ideal,H,IF,62.0,54.0,1879,5.14,5.18,3.2
47643,0.23,Very Good,F,IF,59.5,58.0,530,4.0,4.03,2.39
47799,0.51,Ideal,H,IF,60.3,58.0,1899,5.15,5.17,3.11
47826,0.55,Ideal,H,IF,62.3,54.0,1905,5.25,5.28,3.28
47827,0.51,Ideal,H,IF,62.1,55.0,1905,5.14,5.2,3.21
47949,0.31,Ideal,D,IF,60.5,57.0,1917,4.39,4.41,2.66
47991,0.32,Premium,J,IF,61.2,59.0,533,4.41,4.44,2.71
47993,0.32,Ideal,J,IF,62.2,55.0,533,4.4,4.44,2.75
47994,0.32,Ideal,J,IF,62.2,56.0,533,4.37,4.41,2.73
48011,0.51,Ideal,H,IF,62.6,56.0,1920,5.1,5.13,3.2
48012,0.53,Ideal,H,IF,62.0,54.0,1920,5.19,5.23,3.23
48031,0.5,Very Good,H,IF,61.4,61.0,1923,5.14,5.03,3.12
48032,0.5,Ideal,H,IF,61.0,56.0,1923,5.15,5.17,3.15
48218,0.53,Ideal,H,IF,62.0,54.0,1949,5.22,5.27,3.25
48236,0.46,Ideal,F,IF,62.0,55.0,1950,4.96,4.98,3.08
48267,0.52,Ideal,H,IF,62.1,57.0,1956,5.13,5.16,3.19
48290,0.53,Premium,H,IF,62.5,59.0,1957,5.15,5.18,3.23
48322,0.23,Ideal,G,IF,61.8,56.0,536,3.92,3.94,2.43
48323,0.23,Ideal,G,IF,62.8,55.0,536,3.93,3.96,2.48
48324,0.23,Ideal,G,IF,61.7,55.0,536,3.94,3.98,2.44
48381,0.59,Premium,I,IF,61.2,58.0,1965,5.41,5.38,3.3
48398,0.52,Ideal,H,IF,59.2,58.0,1967,5.23,5.31,3.12
48424,0.5,Premium,H,IF,61.4,61.0,1971,5.14,5.03,3.12
48460,0.5,Good,G,IF,64.0,55.0,1976,5.05,5.08,3.24
48497,0.54,Ideal,H,IF,61.5,54.0,1981,5.27,5.3,3.25
48535,0.46,Ideal,G,IF,61.7,56.0,1987,4.97,5.01,3.08
48536,0.46,Ideal,G,IF,61.1,56.0,1987,5.0,5.02,3.06
48544,0.52,Ideal,I,IF,60.2,56.0,1988,5.23,5.27,3.16
48564,0.64,Ideal,I,IF,62.0,54.0,1991,5.53,5.56,3.44
49026,0.59,Good,J,IF,63.7,59.0,2053,5.3,5.28,3.37
49037,0.52,Ideal,G,IF,61.5,56.0,2055,5.16,5.21,3.19
49054,0.61,Very Good,I,IF,60.2,57.0,2057,5.49,5.58,3.33
49071,0.53,Ideal,H,IF,61.4,55.0,2059,5.21,5.24,3.21
49072,0.48,Ideal,F,IF,62.0,54.0,2059,5.0,5.05,3.11
49094,0.51,Very Good,G,IF,63.8,58.0,2063,5.06,5.09,3.24
49097,0.51,Ideal,H,IF,59.6,59.0,2063,5.2,5.24,3.11
49117,0.67,Very Good,I,IF,61.4,56.0,2066,5.59,5.65,3.45
49220,0.5,Good,G,IF,64.0,55.0,2081,5.08,5.05,3.24
49237,0.51,Very Good,G,IF,59.3,57.0,2084,5.25,5.31,3.13
49327,0.52,Good,G,IF,59.8,57.0,2093,5.24,5.27,3.14
49351,0.54,Ideal,H,IF,60.9,57.0,2096,5.26,5.31,3.22
49352,0.51,Ideal,G,IF,62.4,54.0,2096,5.12,5.17,3.21
49360,0.55,Ideal,I,IF,60.1,56.0,2098,5.33,5.38,3.22
49382,0.51,Very Good,G,IF,62.6,56.0,2102,5.09,5.13,3.2
49396,0.5,Ideal,G,IF,61.5,56.0,2104,5.11,5.14,3.15
49453,0.52,Ideal,I,IF,60.9,57.0,2111,5.17,5.21,3.16
49503,0.55,Ideal,H,IF,61.5,55.0,2120,5.25,5.29,3.25
49504,0.55,Ideal,H,IF,61.9,56.0,2120,5.26,5.34,3.26
49545,0.54,Very Good,G,IF,62.5,58.0,2128,5.19,5.27,3.27
49581,0.55,Ideal,H,IF,61.7,55.0,2133,5.27,5.29,3.26
49589,0.56,Ideal,H,IF,61.3,56.0,2135,5.32,5.35,3.27
49602,0.53,Ideal,G,IF,62.7,56.0,2137,5.23,5.13,3.25
49619,0.46,Good,D,IF,58.6,59.0,2139,5.06,5.11,2.98
49683,0.52,Fair,F,IF,64.6,58.0,2144,5.04,5.17,3.3
49695,0.51,Ideal,G,IF,62.9,58.0,2146,5.07,5.11,3.2
49720,0.7,Premium,J,IF,60.5,59.0,2150,5.67,5.73,3.45
49736,0.48,Ideal,F,IF,62.1,55.0,2154,5.0,5.05,3.12
49751,0.56,Ideal,H,IF,60.4,57.0,2157,5.35,5.39,3.24
49752,0.56,Ideal,H,IF,61.3,55.0,2157,5.31,5.33,3.26
49788,0.51,Ideal,G,IF,61.6,54.0,2162,5.17,5.19,3.19
49797,0.51,Ideal,G,IF,61.3,56.0,2163,5.15,5.19,3.16
49803,0.52,Ideal,G,IF,61.5,56.0,2164,5.21,5.16,3.19
49891,0.54,Ideal,G,IF,61.5,56.0,2177,5.28,5.25,3.24
50008,0.57,Ideal,H,IF,62.2,56.0,2195,5.3,5.33,3.3
50107,0.51,Ideal,G,IF,61.4,54.0,2208,5.18,5.24,3.2
50121,0.54,Ideal,H,IF,60.3,55.0,2210,5.29,5.33,3.2
50122,0.57,Ideal,H,IF,61.0,57.0,2210,5.35,5.38,3.27
50126,0.47,Fair,D,IF,60.6,60.0,2211,5.09,4.98,3.05
50129,0.58,Ideal,H,IF,61.6,57.0,2211,5.34,5.37,3.3
50172,0.5,Very Good,F,IF,59.7,60.0,2219,5.18,5.24,3.11
50240,0.58,Ideal,H,IF,60.2,56.0,2233,5.43,5.46,3.28
50266,0.5,Very Good,F,IF,61.4,60.0,2238,5.07,5.1,3.12
50362,0.53,Ideal,G,IF,61.8,57.0,2247,5.18,5.22,3.21
50363,0.53,Ideal,G,IF,61.4,56.0,2247,5.2,5.24,3.21
50364,0.53,Ideal,G,IF,61.9,56.0,2247,5.18,5.22,3.21
50458,0.7,Premium,J,IF,60.5,59.0,2264,5.73,5.67,3.45
50473,0.55,Good,F,IF,60.8,60.0,2266,5.26,5.36,3.23
50478,0.52,Ideal,G,IF,61.7,56.0,2267,5.15,5.19,3.19
50501,0.6,Ideal,H,IF,61.9,56.0,2270,5.4,5.45,3.36
50507,0.54,Ideal,G,IF,62.3,56.0,2271,5.19,5.21,3.24
50508,0.54,Ideal,G,IF,62.5,57.0,2271,5.16,5.2,3.24
50557,0.74,Very Good,J,IF,60.3,58.0,2277,5.82,5.86,3.52
50578,0.56,Ideal,G,IF,62.0,56.0,2279,5.28,5.33,3.29
50579,0.72,Ideal,J,IF,62.0,55.0,2279,5.74,5.77,3.57
50671,0.34,Ideal,D,IF,62.1,57.0,2287,4.46,4.52,2.79
50672,0.34,Ideal,D,IF,59.8,57.0,2287,4.57,4.59,2.74
50676,0.5,Ideal,G,IF,60.8,54.0,2287,5.19,5.2,3.16
50686,0.54,Ideal,G,IF,61.2,57.0,2289,5.26,5.28,3.22
50687,0.54,Ideal,G,IF,61.5,55.0,2289,5.24,5.3,3.23
50713,0.53,Ideal,G,IF,60.6,56.0,2293,5.27,5.33,3.21
50714,0.53,Ideal,G,IF,60.3,56.0,2293,5.29,5.33,3.2
50756,0.56,Ideal,G,IF,61.7,55.0,2298,5.29,5.34,3.28
50757,0.56,Ideal,G,IF,61.8,54.0,2298,5.31,5.33,3.29
50790,0.51,Very Good,F,IF,59.4,60.0,2304,5.18,5.23,3.09
50875,0.55,Very Good,G,IF,60.2,60.0,2314,5.29,5.38,3.21
50889,0.59,Very Good,H,IF,61.7,56.0,2317,5.42,5.48,3.36
50947,0.56,Ideal,G,IF,62.2,54.0,2321,5.3,5.34,3.31
50948,0.56,Ideal,G,IF,62.0,54.0,2321,5.3,5.32,3.29
51064,0.65,Very Good,I,IF,61.0,55.0,2332,5.65,5.73,3.47
51173,0.34,Ideal,D,IF,62.1,57.0,2346,4.52,4.46,2.79
51174,0.34,Ideal,D,IF,59.8,57.0,2346,4.59,4.57,2.74
51219,0.5,Ideal,H,IF,61.8,56.0,2352,5.1,5.13,3.16
51295,0.54,Ideal,G,IF,61.6,57.0,2361,5.22,5.27,3.23
51376,0.62,Very Good,H,IF,60.3,59.0,2367,5.52,5.55,3.34
51419,0.53,Ideal,G,IF,62.1,57.0,2372,5.16,5.21,3.22
51508,0.55,Ideal,G,IF,61.1,57.0,2383,5.26,5.31,3.23
51551,0.52,Ideal,G,IF,61.7,56.0,2387,5.19,5.15,3.19
51564,0.62,Premium,H,IF,58.9,58.0,2389,5.65,5.58,3.31
51574,0.54,Premium,F,IF,61.9,60.0,2391,5.26,5.21,3.24
51584,0.52,Ideal,F,IF,61.7,56.0,2393,5.16,5.18,3.19
51614,0.53,Very Good,F,IF,59.6,58.0,2395,5.28,5.32,3.16
51665,0.55,Ideal,G,IF,62.0,55.0,2398,5.25,5.29,3.27
51687,0.55,Ideal,G,IF,60.6,56.0,2399,5.31,5.33,3.22
51688,0.56,Ideal,G,IF,62.0,56.0,2399,5.33,5.28,3.29
51745,0.63,Good,H,IF,59.3,62.0,2404,5.66,5.7,3.37
51778,0.61,Very Good,G,IF,63.0,58.0,2411,5.36,5.43,3.4
51818,0.5,Ideal,F,IF,61.2,57.0,2419,5.11,5.15,3.14
51825,0.64,Ideal,H,IF,60.5,57.0,2420,5.58,5.62,3.39
51871,0.52,Ideal,F,IF,60.3,60.0,2427,5.24,5.27,3.17
51926,0.61,Ideal,H,IF,62.0,54.4,2438,5.44,5.47,3.38
51937,0.55,Ideal,G,IF,60.0,57.0,2440,5.33,5.39,3.22
51948,0.52,Ideal,H,IF,61.4,56.0,2441,5.19,5.23,3.2
51958,0.56,Ideal,G,IF,62.0,56.0,2442,5.3,5.32,3.29
51959,0.56,Ideal,G,IF,61.4,57.0,2442,5.29,5.32,3.26
51968,0.26,Ideal,H,IF,62.1,55.0,545,4.09,4.13,2.55
51969,0.26,Ideal,H,IF,61.2,57.0,545,4.13,4.16,2.53
51977,0.26,Very Good,E,IF,58.7,63.0,547,4.19,4.23,2.47
51990,0.56,Ideal,G,IF,61.8,56.0,2442,5.28,5.34,3.28
52009,0.59,Ideal,G,IF,62.0,54.0,2444,5.38,5.43,3.35
52024,0.53,Ideal,F,IF,62.4,55.0,2447,5.2,5.19,3.24
52108,0.61,Ideal,H,IF,59.4,59.0,2461,5.55,5.59,3.31
52144,0.62,Ideal,H,IF,61.9,55.0,2469,5.5,5.52,3.41
52299,0.25,Very Good,F,IF,59.4,62.0,548,4.12,4.13,2.45
52358,0.62,Ideal,H,IF,60.5,58.0,2501,5.48,5.52,3.33
52371,0.52,Ideal,F,IF,60.3,57.0,2504,5.23,5.28,3.17
52377,0.44,Ideal,G,IF,61.6,55.0,2506,4.9,4.93,3.03
52392,0.58,Ideal,G,IF,60.9,57.0,2508,5.39,5.46,3.3
52495,0.51,Ideal,F,IF,62.4,55.0,2524,5.11,5.14,3.2
52521,0.58,Ideal,G,IF,62.1,56.0,2528,5.35,5.37,3.32
52522,0.58,Ideal,G,IF,61.3,56.0,2528,5.36,5.39,3.29
52526,0.5,Ideal,F,IF,60.6,58.0,2529,5.13,5.16,3.12
52547,0.6,Ideal,G,IF,62.2,55.0,2533,5.36,5.44,3.36
52597,0.53,Very Good,E,IF,59.8,60.0,2542,5.28,5.35,3.18
52685,0.59,Ideal,G,IF,59.5,58.0,2551,5.49,5.57,3.29
52714,0.59,Very Good,F,IF,62.8,56.0,2554,5.31,5.36,3.35
52801,0.6,Ideal,G,IF,62.0,55.0,2570,5.39,5.44,3.36
52840,0.52,Ideal,F,IF,60.6,57.0,2575,5.21,5.22,3.16
52847,0.61,Ideal,G,IF,61.7,55.0,2575,5.44,5.49,3.37
52963,0.24,Very Good,F,IF,60.4,58.0,552,4.02,4.06,2.44
52964,0.24,Very Good,F,IF,60.0,57.0,552,4.07,4.1,2.45
53015,0.52,Ideal,F,IF,60.6,57.0,2598,5.22,5.21,3.16
